record_number,federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,reported_physical_therapist_staffing_hours_per_resident_per_day,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date,County,County_Code,FIPS,nurse_aide_hours_per_week,lpn_hours_per_week,rn_hours_per_week,physical_therapist_hours_per_week,total_staff_hours_per_week
46296,345192,LONGLEAF NEURO-MEDICAL TREATMENT CENTER,4761 WARD BOULEVARD,WILSON,NC,27893,2523992112,970,Wilson,Government - State,248,121.8,,Medicare and Medicaid,N,Legal Business Name Not Available,1979-01-08,N,,N,N,N,Resident,Yes,3,,3,,1,,1,,,2,5,,5,,,,7.29242,0.848,1.78633,2.63433,9.92675,0.00232,2.17387,0.63192,0.31157,3.11736,6.89855,0.99476,2.18777,10.12409,2021-08-12,3,3,0,28,0,0,28,2019-04-11,1,0,0,8,0,0,8,2018-02-16,2,2,0,8,1,0,8,18.000,3,1,1,0,0,0,0,"4761 WARD BOULEVARD,WILSON,NC,27893",2021-10-01,Wilson,195,37195,6218,723,1523,2,8466
46301,345193,MOUNTAIN VIEW MANOR NURSING CE,410 BUCKNER BRANCH ROAD,BRYSON CITY,NC,28713,8284882101,860,Swain,For profit - Corporation,120,62.4,,Medicare and Medicaid,N,SOUTHEASTERN HEALTH FACILITIES,1979-03-02,N,,N,N,N,Resident,Yes,4,,3,,2,,2,,2,,4,,4,,,,2.58091,0.46794,0.91345,1.38139,3.96230,0.06512,2.14104,0.77118,0.39079,3.30301,2.47894,0.44980,0.89194,3.81393,2021-05-28,2,2,2,8,1,0,8,2019-06-27,4,4,1,20,2,10,30,2018-06-29,13,9,4,60,1,0,60,24.000,1,1,0,1,16994,0,1,"410 BUCKNER BRANCH ROAD,BRYSON CITY,NC,28713",2021-10-01,Swain,173,37173,1127,204,399,28,1758
46306,345194,GLENFLORA,5701 FAYETTEVILLE ROAD,LUMBERTON,NC,28360,9107392821,770,Robeson,For profit - Corporation,52,37.8,,Medicare and Medicaid,N,GLENFLORA,1979-06-11,N,,N,N,N,Resident,Yes,3,,3,,2,,1,,2,,3,,2,,,,2.84651,1.11542,0.50178,1.61721,4.46372,0.13031,2.19817,0.85788,0.45452,3.51057,2.66300,0.96382,0.42127,4.04254,2020-02-27,5,5,0,36,1,0,36,2019-03-14,5,4,0,20,1,0,20,2018-03-22,3,3,0,24,1,0,24,28.667,0,0,1,1,28980,0,1,"5701 FAYETTEVILLE ROAD,LUMBERTON,NC,28360",2021-10-01,Robeson,155,37155,753,295,133,34,1215
46311,345195,EDGECOMBE HEALTH AND REHAB CENTER,1000 WESTERN BOULEVARD,TARBORO,NC,27886,2528230401,320,Edgecombe,For profit - Corporation,159,93.3,,Medicare and Medicaid,N,TARBORO OPERATING COMPANY LLC,1979-10-01,N,,N,Y,N,Both,Yes,3,,3,,3,,3,,3,,3,,4,,,,2.14065,0.58929,0.89433,1.48362,3.62428,0.10104,2.07306,0.81839,0.42424,3.31568,2.12351,0.53377,0.80441,3.47523,2019-07-11,3,3,0,12,1,0,12,2018-06-26,5,5,0,32,1,0,32,2017-05-24,0,0,0,0,0,0,0,16.667,0,0,0,1,10400,0,1,"1000 WESTERN BOULEVARD,TARBORO,NC,27886",2021-10-01,Edgecombe,65,37065,1398,385,584,66,2433
46316,345196,MOUNTAIN VISTA HEALTH PARK,106 MOUNTAIN VISTA HEALTH PARK ROAD,DENTON,NC,27239,3368592181,280,Davidson,For profit - Corporation,60,52.3,,Medicare and Medicaid,N,"MOUNTAIN VISTA HEALTH PARK, INC.",1980-02-04,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,3,,3,,3,,,,2.61828,1.16377,0.71241,1.87618,4.49446,0.04408,2.15944,0.77756,0.39057,3.32757,2.49341,1.10948,0.69603,4.29424,2021-05-27,1,1,0,4,1,0,4,2019-07-25,1,1,0,4,1,0,4,2018-06-07,3,3,0,0,0,0,0,3.333,0,0,0,0,0,0,0,"106 MOUNTAIN VISTA HEALTH PARK ROAD,DENTON,NC,27239",2021-10-01,Davidson,57,37057,959,426,261,16,1662
46321,345197,WILLOW RIDGE OF NC,237 TRYON ROAD,RUTHERFORDTON,NC,28139,8282867200,800,Rutherford,For profit - Corporation,136,91.3,,Medicare and Medicaid,N,WILLOW RIDGE HEALTHCARE LLC,1980-03-06,N,,N,Y,N,Resident,Yes,1,,1,,2,,2,,1,,2,,2,,,,1.85719,0.66553,0.45527,1.12080,2.97800,0.0568,2.12571,0.83903,0.45687,3.42161,1.79669,0.58800,0.38025,2.76713,2019-08-22,9,4,5,161,2,81,242,2018-11-29,8,3,5,52,1,0,52,2017-12-15,12,12,0,64,1,0,64,149.000,0,15,3,5,37164,1,6,"237 TRYON ROAD,RUTHERFORDTON,NC,28139",2021-10-01,Rutherford,161,37161,1187,425,291,36,1939
46326,345198,ASTON PARK HEALTH CARE CENTER,380 BREVARD ROAD,ASHEVILLE,NC,28806,8282534437,100,Buncombe,Non profit - Corporation,120,84.4,,Medicare and Medicaid,N,"ASTON PARK HEALTH CARE CENTER, INC.",1980-06-03,N,,N,Y,N,Both,Yes,5,,5,,5,,4,,5,,5,,5,,,,2.54013,0.7293,1.58496,2.31426,4.85439,0.05069,2.23189,0.75545,0.38501,3.37236,2.34046,0.71562,1.57085,4.57653,2019-07-11,0,0,0,0,0,0,0,2018-08-02,0,0,0,0,0,0,0,2017-05-12,4,4,0,16,1,0,16,2.667,0,1,0,0,0,0,0,"380 BREVARD ROAD,ASHEVILLE,NC,28806",2021-10-01,Buncombe,21,37021,1501,431,936,30,2898
46331,345199,CAROL WOODS,750 WEAVER DAIRY ROAD,CHAPEL HILL,NC,27514,9199684511,670,Orange,Non profit - Corporation,30,14.9,,Medicare,N,"THE CHAPEL HILL RESIDENTIAL RETIREMENT CENTER, INC.",1980-01-30,Y,,N,Y,N,Resident,Yes,5,,3,,5,,4,,5,,5,,5,,,,4.97453,1.02686,2.62836,3.65522,8.62976,0.07145,1.85639,0.63441,0.29982,2.79062,5.51065,1.19985,3.34513,9.83179,2019-08-28,3,3,0,12,1,0,12,2018-10-31,6,6,0,24,1,0,24,2017-11-16,6,6,0,24,1,0,24,18.000,0,0,0,1,650,0,1,"750 WEAVER DAIRY ROAD,CHAPEL HILL,NC,27514",2021-10-01,Orange,135,37135,519,107,274,7,907
46336,345201,PELICAN HEALTH AT CHARLOTTE,2616 EAST 5TH STREET,CHARLOTTE,NC,28204,7043335165,590,Mecklenburg,For profit - Corporation,120,78.4,,Medicare and Medicaid,N,PELICAN HEALTH AT CHARLOTTE LLC,1980-12-22,N,,N,Y,N,Resident,Yes,2,,2,,4,,2,,5,,2,,2,,,,1.83682,0.80315,0.43652,1.23967,3.07649,0.06752,2.00095,0.75575,0.38373,3.14043,1.88777,0.78778,0.43408,3.11460,2019-07-18,9,8,4,48,1,0,48,2018-07-27,10,6,4,60,1,0,60,2017-10-05,15,13,2,88,2,44,132,66.000,0,15,0,4,71375,0,4,"2616 EAST 5TH STREET,CHARLOTTE,NC,28204",2021-10-01,Mecklenburg,119,37119,1008,441,240,37,1726
46341,345202,CAPITAL NURSING AND REHABILITATION CENTER,3000 HOLSTON LANE,RALEIGH,NC,27610,9192316045,910,Wake,For profit - Corporation,125,87.1,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1980-10-01,N,,N,N,N,Both,Yes,3,,2,,5,,4,,5,,2,,2,,,,2.10946,0.9646,0.32428,1.28889,3.39835,0.10699,2.16664,0.72154,0.34523,3.23341,2.00219,0.99099,0.35844,3.34151,2021-07-01,12,11,3,64,1,0,64,2019-03-21,5,5,1,20,1,0,20,2018-03-02,5,3,2,32,1,0,32,44.000,0,8,0,1,6633,0,1,"3000 HOLSTON LANE,RALEIGH,NC,27610",2021-10-01,Wake,183,37183,1286,588,198,65,2137
46346,345203,LIFE CARE CENTER OF BANNER ELK,185 NORWOOD HOLLOW ROAD,BANNER ELK,NC,28604,8288985136,050,Avery,For profit - Corporation,118,66.8,,Medicare and Medicaid,N,BANNER ELK OPERATIONS LLC,1981-10-01,N,,N,Y,N,Resident,Yes,5,,5,,4,,5,,4,,2,,2,,,,1.65411,1.30221,0.36253,1.66474,3.31885,0.13996,2.13179,0.69937,0.32765,3.15882,1.59566,1.38025,0.42221,3.34040,2019-05-02,1,1,0,4,1,0,4,2018-03-08,0,0,0,0,0,0,0,2017-01-20,3,3,0,20,1,0,20,5.333,0,0,0,0,0,0,0,"185 NORWOOD HOLLOW ROAD,BANNER ELK,NC,28604",2021-10-01,Avery,11,37011,773,609,170,65,1617
46351,345204,STONECREEK HEALTH AND REHABILITATION,455 VICTORIA ROAD,ASHEVILLE,NC,28801,8282520099,100,Buncombe,For profit - Corporation,120,86.3,,Medicare and Medicaid,N,"STONECREEK HEALTH AND REHABILITATION, LLC",1981-06-17,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,2,,2,,,,2.15523,0.77208,0.50267,1.27475,3.42999,0.1042,2.21012,0.87321,0.46274,3.54606,2.00539,0.65544,0.41452,3.07526,2020-11-19,2,2,0,8,1,0,8,2019-01-11,1,0,1,4,0,0,4,2017-12-08,1,0,1,4,0,0,4,6.000,0,1,1,1,650,0,1,"455 VICTORIA ROAD,ASHEVILLE,NC,28801",2021-10-01,Buncombe,21,37021,1302,466,304,63,2135
46356,345205,WESTWOOD HILLS NURSING AND REHABILITATION CENTER,1016 FLETCHER STREET,WILKESBORO,NC,28697,3366679261,960,Wilkes,For profit - Corporation,176,112.1,,Medicare and Medicaid,N,"EAGLE PEAK LTC GROUP, LLC",1981-07-30,N,,N,Y,N,Resident,Yes,2,,2,,2,,4,,1,,3,,4,,,,1.89303,0.35876,0.75568,1.11444,3.00747,0.03205,2.10260,0.77272,0.39469,3.27001,1.85148,0.34417,0.73058,2.92406,2019-09-06,0,0,0,0,0,0,0,2018-09-13,6,4,2,120,1,0,120,2017-08-04,7,7,0,48,1,0,48,48.000,0,2,2,1,121635,0,1,"1016 FLETCHER STREET,WILKESBORO,NC,28697",2021-10-01,Wilkes,193,37193,1485,282,593,25,2385
46361,345206,MADISON HEALTH AND REHABILITATION,345 MANOR ROAD,MARS HILL,NC,28754,8286895200,570,Madison,For profit - Limited Liability company,100,86.9,,Medicare and Medicaid,N,"MADISON HEALTH AND REHABILITATION, LLC",1981-05-25,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,3,,,,1.5671,0.4207,0.80896,1.22966,2.79676,0.02277,2.18014,0.83492,0.45677,3.47183,1.47819,0.37352,0.67580,2.56113,2020-01-24,3,2,1,16,1,0,16,2018-12-06,3,3,0,16,1,0,16,2017-12-15,3,3,0,16,1,0,16,16.000,0,1,1,1,650,0,1,"345 MANOR ROAD,MARS HILL,NC,28754",2021-10-01,Madison,115,37115,953,256,492,14,1715
46366,345207,LIBERTY COMMONS N&R CTR OF COLUMBUS CTY,1402 PINCKNEY STREET,WHITEVILLE,NC,28472,9106424245,230,Columbus,For profit - Limited Liability company,107,76.7,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1981-10-01,N,,N,Y,N,Resident,Yes,3,,3,,3,,1,,5,,2,,2,,,,2.50546,0.88422,0.31686,1.20108,3.70654,0.05991,2.13655,0.72671,0.36156,3.22481,2.41154,0.90196,0.33441,3.65426,2019-08-22,2,0,2,8,0,0,8,2018-07-13,6,6,0,48,1,0,48,2017-06-15,5,5,0,28,1,0,28,24.667,0,1,0,0,0,0,0,"1402 PINCKNEY STREET,WHITEVILLE,NC,28472",2021-10-01,Columbus,47,37047,1345,475,170,32,2022
46371,345208,ACCORDIUS HEALTH AT BREVARD,115 N COUNTRY CLUB ROAD,BREVARD,NC,28712,8288842031,870,Transylvania,For profit - Corporation,147,60.5,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT BREVARD LLC,1981-07-17,N,,N,N,N,Resident,Yes,1,,1,,4,,2,,5,,2,,2,,,,1.4795,0.57605,0.51618,1.09223,2.57173,0.04983,2.05019,0.79621,0.43062,3.27702,1.48402,0.53631,0.45741,2.49507,2020-02-27,7,5,2,44,1,0,44,2019-02-14,11,8,4,144,1,0,144,2018-01-20,5,5,0,28,1,0,28,74.667,0,11,3,1,131160,1,2,"115 N COUNTRY CLUB ROAD,BREVARD,NC,28712",2021-10-01,Transylvania,175,37175,627,244,219,21,1111
46376,345209,BROOKRIDGE RETIREMENT COMMUNITY,1199 HAYES FOREST DRIVE,WINSTON-SALEM,NC,27106,3367591044,330,Forsyth,Non profit - Church related,38,34.8,,Medicare and Medicaid,N,BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,1981-06-01,Y,,N,N,N,Resident,Yes,4,,4,,3,,2,,5,,3,,2,,,,3.01951,0.90387,0.84169,1.74556,4.76508,0.14275,2.03792,0.85068,0.64291,3.53152,3.04697,0.78764,0.49957,4.28987,2021-08-05,4,3,1,16,1,0,16,2019-07-11,5,4,0,20,1,0,20,2018-06-07,1,1,0,4,1,0,4,15.333,0,1,2,5,9568,0,5,"1199 HAYES FOREST DRIVE,WINSTON-SALEM,NC,27106",2021-10-01,Forsyth,67,37067,736,220,205,35,1196
46381,345210,ELIZABETHTOWN HEALTHCARE & REHAB CENTER,208 MERCER MILL ROAD,ELIZABETHTOWN,NC,28337,9108628181,080,Bladen,For profit - Corporation,94,63.7,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1981-10-01,N,,N,N,N,Resident,Yes,4,,4,,2,,2,,1,,3,,3,,,,2.64697,0.63643,0.56731,1.20374,3.85072,0.0,2.17732,0.74937,0.41230,3.33900,2.50004,0.62957,0.52505,3.66658,2019-10-10,3,3,0,12,1,0,12,2018-11-08,1,1,0,4,1,0,4,2017-11-16,1,1,0,16,1,0,16,10.000,0,0,0,0,0,0,0,"208 MERCER MILL ROAD,ELIZABETHTOWN,NC,28337",2021-10-01,Bladen,17,37017,1180,284,253,0,1717
46386,345211,RIVERPOINT CREST NURSING AND REHABILITATION CENTER,2600 OLD CHERRY POINT ROAD,NEW BERN,NC,28563,2526374730,240,Craven,For profit - Limited Liability company,105,91.3,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1981-10-01,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,2,,3,,,,1.66805,0.71572,0.53737,1.25309,2.92114,0.04345,2.08329,0.75799,0.39140,3.23268,1.64657,0.69994,0.52390,2.87293,2019-12-05,8,6,0,40,1,0,40,2018-11-30,1,1,0,4,1,0,4,2017-12-20,1,1,0,4,1,0,4,22.000,0,0,2,0,0,0,0,"2600 OLD CHERRY POINT ROAD,NEW BERN,NC,28563",2021-10-01,Craven,49,37049,1066,457,343,28,1894
46391,345212,BETHESDA HEALTH CARE FACILITY,3532 DUNN ROAD,EASTOVER,NC,28301,9103233223,250,Cumberland,For profit - Corporation,85,53.8,,Medicare and Medicaid,N,JACTOM INC,1981-10-01,N,,N,N,N,Resident,Yes,5,,5,,2,,1,,4,,2,,2,,,,2.29838,1.04317,0.44049,1.48365,3.78203,0.07826,2.13563,0.72656,0.37328,3.23547,2.21317,1.06431,0.45029,3.71641,2019-12-18,0,0,0,0,0,0,0,2019-02-01,1,1,0,4,1,0,4,2018-04-05,1,1,0,4,1,0,4,2.000,0,0,0,0,0,0,0,"3532 DUNN ROAD,EASTOVER,NC,28301",2021-10-01,Cumberland,51,37051,866,393,166,29,1454
46396,345213,UNIVERSAL HEALTH CARE LILLINGTON,1995 EAST CORNELIUS HARNETT BOULEVARD,LILLINGTON,NC,27546,9108935141,420,Harnett,For profit - Corporation,129,117.4,,Medicare and Medicaid,N,"UNIVERSAL HEALTH CARE LILLINGTON, INC.",1981-10-01,N,,N,Y,N,Resident,Yes,1,,1,,3,,4,,1,,1,,1,,,,2.2562,0.56849,0.24144,0.80993,3.06613,0.04205,2.08620,0.88441,0.51808,3.48869,2.22404,0.47649,0.17783,2.79424,2019-07-18,3,3,0,12,1,0,12,2018-06-08,26,19,5,428,1,0,428,2017-07-21,4,0,4,48,0,0,48,156.667,0,9,2,4,123906,0,4,"1995 EAST CORNELIUS HARNETT BOULEVARD,LILLINGTON,NC,27546",2021-10-01,Harnett,85,37085,1854,467,198,35,2554
46401,345215,RIVER TRACE NURSING AND REHABILITATION CENTER,250 LOVERS LANE,WASHINGTON,NC,27889,2529751636,060,Beaufort,For profit - Corporation,140,100.7,,Medicare and Medicaid,N,"TAR RIVER LTC GROUP, LLC",1981-10-01,N,,N,Y,N,Resident,Yes,3,,3,,4,,4,,4,,2,,2,,,,2.05881,0.55573,0.46697,1.02270,3.08151,0.05082,1.96184,0.75276,0.38465,3.09925,2.15811,0.54726,0.46324,3.16113,2019-08-01,6,6,1,36,1,0,36,2018-06-01,7,6,1,28,1,0,28,2017-06-08,4,3,1,20,1,0,20,30.667,0,4,0,1,11612,0,1,"250 LOVERS LANE,WASHINGTON,NC,27889",2021-10-01,Beaufort,13,37013,1451,392,329,36,2208
46406,345216,WESTFIELD REHABILITATION AND HEALTH CENTER,3100 TRAMWAY ROAD,SANFORD,NC,27330,9197755404,520,Lee,For profit - Corporation,83,61.1,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1981-11-01,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,5,,2,,2,,,,1.65144,0.99505,0.41241,1.40746,3.05890,0.09431,2.14512,0.75399,0.36715,3.26626,1.58318,0.97829,0.42862,2.97749,2021-07-01,7,6,0,74,1,0,74,2019-04-18,7,7,0,16,1,0,16,2018-03-22,16,16,0,60,2,30,90,57.333,0,0,1,2,26195,1,3,"3100 TRAMWAY ROAD,SANFORD,NC,27330",2021-10-01,Lee,105,37105,706,426,176,40,1348
46411,345217,PREMIER NURSING AND REHABILITATION CENTER,225 WHITE STREET,JACKSONVILLE,NC,28546,9103537222,660,Onslow,For profit - Corporation,239,119.2,,Medicare and Medicaid,N,"REDWOOD LTC GROUP, LLC",1981-11-25,N,,N,Y,N,Resident,Yes,1,,1,,4,,4,,5,,2,,2,,,,2.27399,0.90407,0.37098,1.27505,3.54904,0.04597,2.00703,0.72667,0.35721,3.09091,2.32999,0.92225,0.39630,3.65056,2019-09-20,10,8,3,40,1,0,40,2018-08-03,5,5,0,162,1,0,162,2017-09-22,2,2,0,79,1,0,79,87.167,0,1,0,1,269765,0,1,"225 WHITE STREET,JACKSONVILLE,NC,28546",2021-10-01,Onslow,133,37133,1897,754,310,38,2999
46416,345218,MARY GRAN NURSING CENTER,120 SOUTHWOOD DRIVE,CLINTON,NC,28329,9105927981,810,Sampson,For profit - Corporation,212,83.7,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1981-10-01,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,2,,3,,3,,,,2.1704,0.86041,0.47928,1.33968,3.51009,0.02185,2.19079,0.73779,0.32238,3.25096,2.03732,0.86448,0.56729,3.43274,2019-10-17,6,6,1,24,1,0,24,2018-10-11,8,8,4,107,1,0,107,2017-08-18,7,7,0,60,1,0,60,57.667,1,8,0,1,13627,0,1,"120 SOUTHWOOD DRIVE,CLINTON,NC,28329",2021-10-01,Sampson,163,37163,1272,504,281,13,2070
46421,345219,MAGNOLIA LANE NURSING AND REHABILITATION CENTER,107 MAGNOLIA DRIVE,MORGANTON,NC,28655,8284378760,110,Burke,For profit - Corporation,121,42.0,,Medicare and Medicaid,N,"GRANITE FALLS LTC, LLC",1981-10-01,N,,N,Y,N,Resident,Yes,1,,1,,3,,2,,3,,3,,3,,,,1.99617,0.61065,0.76438,1.37503,3.37120,0.10074,2.09121,0.83051,0.46268,3.38440,1.96300,0.54505,0.63040,3.16693,2019-07-12,9,6,3,40,1,0,40,2018-08-30,9,9,0,115,1,0,115,2017-09-08,16,15,1,100,1,0,100,75.000,0,4,0,1,13735,0,1,"107 MAGNOLIA DRIVE,MORGANTON,NC,28655",2021-10-01,Burke,23,37023,587,180,225,30,1022
46426,345221,BRIAN CENTER HEALTH & REHABILITATION WEAVERVILLE,78 WEAVER BOULEVARD,WEAVERVILLE,NC,28787,8286454297,100,Buncombe,For profit - Corporation,122,94.0,,Medicare and Medicaid,N,SSC WEAVERVILLE OPERATING COMPANY LLC,1982-02-12,N,,N,N,N,Resident,Yes,5,,4,,5,,3,,5,,2,,3,,,,1.59679,0.895,0.69566,1.59066,3.18745,0.06782,2.10810,0.86826,0.45805,3.43440,1.55767,0.76412,0.57953,2.95071,2021-05-13,2,1,1,12,1,0,12,2020-02-27,2,2,1,8,1,0,8,2019-04-04,2,2,0,8,1,0,8,10.000,0,3,1,0,0,0,0,"78 WEAVER BOULEVARD,WEAVERVILLE,NC,28787",2021-10-01,Buncombe,21,37021,1051,589,458,45,2143
46431,345222,AUTUMN CARE OF DREXEL,307 OAKLAND AVENUE,MORGANTON,NC,28655,8284336180,110,Burke,For profit - Corporation,100,75.0,,Medicare and Medicaid,N,AUTUMN CORPORATION,1982-07-21,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,3,,3,,4,,,,2.25139,0.65604,0.84144,1.49749,3.74887,0.09855,2.31098,0.76828,0.37746,3.45672,2.00343,0.63299,0.85064,3.44803,2020-02-20,1,1,0,4,1,0,4,2019-03-14,0,0,0,0,0,0,0,2018-03-01,2,2,0,8,1,0,8,3.333,0,0,0,0,0,0,0,"307 OAKLAND AVENUE,MORGANTON,NC,28655",2021-10-01,Burke,23,37023,1182,344,442,52,2020
46436,345223,BLUE RIDGE HEALTH AND REHABILITATION CENTER,1510 HEBRON STREET,HENDERSONVILLE,NC,28739,8286938461,440,Henderson,For profit - Corporation,150,75.0,,Medicare and Medicaid,N,HEBRON OPERATING COMPANY LLC,1982-06-16,N,,N,N,N,Resident,Yes,1,,1,,4,,4,,4,,3,,3,,,,1.88662,0.71384,0.67991,1.39374,3.28037,0.06717,1.96471,0.78159,0.40117,3.14747,1.97472,0.67703,0.64671,3.31357,2021-07-01,8,6,1,140,1,0,140,2019-03-21,5,5,0,24,1,0,24,2018-02-16,12,11,1,84,1,0,84,92.000,1,2,2,2,91855,1,3,"1510 HEBRON STREET,HENDERSONVILLE,NC,28739",2021-10-01,Henderson,89,37089,990,375,357,35,1757
46441,345225,SIGNATURE HEALTHCARE OF CHAPEL HILL,1602 E FRANKLIN STREET,CHAPEL HILL,NC,27514,9199671418,670,Orange,For profit - Corporation,108,80.8,,Medicare and Medicaid,N,"LP CHAPEL HILL, LLC",1982-08-31,N,,N,Y,N,Resident,Yes,1,,1,,4,,4,,3,,3,,3,,,,1.69875,0.91824,0.5223,1.44053,3.13928,0.13034,1.98886,0.78920,0.37731,3.15537,1.75649,0.86249,0.52821,3.16312,2019-05-02,4,2,2,16,1,0,16,2018-06-01,6,3,2,36,2,18,54,2017-04-26,15,15,0,339,2,170,509,110.833,0,3,2,2,28853,0,2,"1602 E FRANKLIN STREET,CHAPEL HILL,NC,27514",2021-10-01,Orange,135,37135,961,519,295,74,1849
46446,345226,PEAK RESOURCES-OUTER BANKS,430  WEST HEALTH CENTER DRIVE,NAGS HEAD,NC,27959,2524413116,270,Dare,For profit - Corporation,126,74.9,,Medicare and Medicaid,N,PEAK RESOURCES OUTER BANKS INC,1982-10-19,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,2,,3,,4,,,,1.43382,0.42989,0.94955,1.37944,2.81326,0.05986,2.02310,0.84510,0.44804,3.31624,1.45746,0.37708,0.80871,2.69711,2021-03-18,9,7,2,60,1,0,60,2019-04-04,2,2,0,4,1,0,4,2018-05-03,3,3,0,12,1,0,12,33.333,0,0,2,2,7266,0,2,"430  WEST HEALTH CENTER DRIVE,NAGS HEAD,NC,27959",2021-10-01,Dare,55,37055,752,225,498,31,1506
46451,345227,PELICAN HEALTH REIDSVILLE,543 MAPLE AVENUE,REIDSVILLE,NC,27320,3363421382,780,Rockingham,For profit - Limited Liability company,110,85.0,,Medicare and Medicaid,N,PELICAN HEALTH REIDSVILLE LLC,1982-10-15,N,,N,N,N,Resident,Yes,2,,2,,3,,2,,4,,2,,2,,,,1.88125,0.88984,0.33225,1.22210,3.10335,0.06398,1.93649,0.76089,0.37959,3.07698,1.99779,0.86691,0.33400,3.20658,2019-11-21,1,1,1,4,1,0,4,2018-10-12,5,5,0,103,1,0,103,2018-01-25,4,4,0,28,1,0,28,41.000,0,2,0,1,257091,0,1,"543 MAPLE AVENUE,REIDSVILLE,NC,27320",2021-10-01,Rockingham,157,37157,1119,529,198,38,1884
46456,345228,RIDGEWOOD LIVING & REHAB CENTER,1624 HIGHLAND DRIVE,WASHINGTON,NC,27889,2529469570,060,Beaufort,For profit - Corporation,128,96.6,,Medicare and Medicaid,N,RIDGEWOOD HEALTHCARE LLC,1982-11-23,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,3,,2,,2,,,,1.8012,0.8835,0.51766,1.40117,3.20237,0.05357,2.01730,0.82882,0.46175,3.30787,1.83617,0.79019,0.42779,3.07793,2019-11-07,12,11,4,152,1,0,152,2018-12-07,7,4,3,107,1,0,107,2017-12-21,4,3,1,20,1,0,20,115.000,0,11,2,3,71503,0,3,"1624 HIGHLAND DRIVE,WASHINGTON,NC,27889",2021-10-01,Beaufort,13,37013,1218,597,350,36,2201
